Date,Open,High,Low,Close,Adj Close,Volume
2018-08-16,55.048233,55.675240,55.016075,55.474277,51.178436,663550
2018-08-17,55.385853,55.819935,55.032154,55.715435,51.400921,264848
2018-08-20,55.707394,55.787781,55.257236,55.337620,51.052361,555197
2018-08-21,55.329582,55.643085,55.265274,55.297428,51.015278,432788
2018-08-22,55.281349,55.329582,54.710609,54.718651,50.481319,490509
2018-08-23,54.766880,55.080387,54.726688,54.991962,50.733471,364243
2018-08-24,54.911575,54.983925,54.678455,54.686497,50.451656,299680
2018-08-27,54.799034,55.064308,54.557877,54.638264,50.407154,369344
2018-08-28,54.638264,54.919613,53.858521,54.493568,50.273670,718783
2018-08-29,54.477493,55.176849,54.348873,54.533764,50.310753,604335
2018-08-30,54.581993,54.694534,54.469452,54.654343,50.421997,386635
2018-08-31,54.581993,54.766880,54.059486,54.260448,50.058601,928024
2018-09-04,54.236336,54.236336,53.247589,53.247589,49.124168,585924
2018-09-05,53.858521,55.948551,53.762058,55.683281,51.371254,2379399
2018-09-06,55.699356,55.723473,54.477493,54.710609,50.473896,803251
2018-09-07,54.654343,54.750805,53.705788,54.501610,50.281086,762821
2018-09-10,54.638264,54.694534,54.180065,54.437298,50.221756,431295
2018-09-11,54.469452,55.176849,54.099678,55.064308,50.800209,972435
2018-09-12,55.048233,55.048233,54.348873,54.654343,50.421997,588785
2018-09-13,54.316719,54.485531,54.067524,54.204182,50.224609,312990
2018-09-14,54.268490,54.268490,53.255627,53.416397,49.494659,528451
2018-09-17,53.416397,54.027332,53.344051,53.657555,49.718113,455304
2018-09-18,53.609325,54.919613,53.609325,54.782959,50.760891,552460
2018-09-19,54.758842,55.040192,54.573956,54.807076,50.783234,748390
2018-09-20,54.742764,55.241158,54.573956,55.160770,51.110966,600354
2018-09-21,55.144695,55.200966,54.670418,54.782959,50.760891,2309859
2018-09-24,54.839230,55.000000,54.316719,54.469452,50.470406,621378
2018-09-25,54.614147,54.742764,53.609325,53.609325,49.673428,575101
2018-09-26,53.593246,53.946945,53.368168,53.545017,49.613842,933746
2018-09-27,53.617363,54.003216,53.408360,53.504822,49.576595,584804
2018-09-28,53.512863,53.745979,53.247589,53.344051,49.427620,636928
2018-10-01,53.472668,53.914791,52.226688,52.411575,48.563614,840446
2018-10-02,52.419613,52.725079,51.864952,52.250805,48.414650,772400
2018-10-03,52.331188,52.588425,51.913181,52.009647,48.191189,467122
2018-10-04,51.913181,51.913181,51.012863,51.672028,47.878353,581570
2018-10-05,51.567524,51.784565,51.061092,51.181671,47.424004,407161
2018-10-09,51.221867,51.792606,50.884243,51.382637,47.610218,486280
2018-10-10,51.366558,51.382637,50.723473,50.844051,47.111176,480682
2018-10-11,50.643085,51.020901,50.313503,50.377815,46.679161,769041
2018-10-12,50.659164,51.213825,50.257236,51.069134,47.319733,754984
2018-10-15,50.996784,51.245979,50.659164,51.109325,47.356976,607196
2018-10-16,51.125401,51.479099,50.836014,51.318329,47.550629,623120
2018-10-17,50.659164,51.736336,50.659164,51.639870,47.848568,772026
2018-10-18,51.535370,51.977493,51.519295,51.872990,48.064564,706716
2018-10-19,51.881027,53.086819,51.832798,52.982315,49.092445,690669
2018-10-22,52.982315,53.022507,52.387459,52.572346,48.712582,586795
2018-10-23,52.154343,52.821545,51.905144,52.636658,48.772163,561293
2018-10-24,52.668812,52.958199,52.443729,52.773312,48.898788,591522
2018-10-25,52.781349,52.918007,52.130226,52.218651,48.384850,550470
2018-10-26,52.090031,52.355305,51.342445,51.953377,48.139053,535293
2018-10-29,52.106110,52.765274,52.041801,52.218651,48.384850,541513
2018-10-30,52.210609,52.765274,51.977493,52.717041,48.846649,374693
2018-10-31,52.885853,53.520901,52.709003,52.926044,49.040310,699501
2018-11-01,52.853699,54.035370,52.242764,52.411575,48.563614,1104174
2018-11-02,53.490002,55.000000,51.900002,52.099998,48.274906,930900
2018-11-05,52.209999,54.669998,52.150002,54.590000,50.582096,978700
2018-11-06,54.650002,55.320000,54.250000,55.310001,51.249249,606900
2018-11-07,56.000000,57.660000,55.990002,56.810001,52.639118,1011500
2018-11-08,56.779999,57.820000,55.860001,57.700001,53.463772,888100
2018-11-09,57.450001,58.419998,57.279999,58.330002,54.047520,1001900
2018-11-12,57.820000,59.110001,57.799999,58.880001,54.557137,718200
2018-11-13,58.709999,58.820000,58.430000,58.599998,54.297699,633900
2018-11-14,58.240002,59.400002,58.009998,58.709999,54.399616,784500
2018-11-15,58.610001,59.130001,57.750000,58.869999,54.547878,800200
2018-11-16,58.230000,59.150002,58.230000,58.750000,54.436687,540800
2018-11-19,58.750000,59.330002,58.310001,58.790001,54.473751,816500
2018-11-20,58.610001,58.919998,58.029999,58.549999,54.251366,702300
2018-11-21,58.549999,61.459999,58.549999,60.369999,55.937740,1229100
2018-11-22,60.419998,61.000000,60.029999,60.040001,55.631966,299800
2018-11-23,60.049999,61.330002,59.840000,61.000000,56.521488,464100
2018-11-26,61.160000,61.820000,60.880001,61.020000,56.540020,917900
2018-11-27,61.029999,61.820000,61.009998,61.130001,56.641960,630700
2018-11-28,61.230000,61.709999,60.250000,60.590000,56.141590,764800
2018-11-29,60.410000,61.549999,60.340000,61.330002,56.827271,1046600
2018-11-30,61.340000,61.500000,60.549999,61.290001,56.790199,759800
2018-12-03,61.500000,61.750000,60.520000,61.459999,56.947716,680400
2018-12-04,61.259998,61.939999,61.099998,61.250000,56.753143,743700
2018-12-05,61.419998,63.189999,61.270000,62.070000,57.512932,959700
2018-12-06,61.580002,62.250000,60.500000,62.029999,57.475872,951000
2018-12-07,62.029999,62.029999,60.639999,61.009998,56.530750,951600
2018-12-10,60.959999,62.689999,60.779999,62.340000,57.763107,861200
2018-12-11,62.340000,63.060001,61.590000,61.720001,57.188633,764000
2018-12-12,62.029999,62.049999,61.049999,61.790001,57.253494,902800
2018-12-13,61.639999,62.189999,61.330002,62.080002,57.798141,607800
2018-12-14,61.880001,61.959999,60.610001,60.700001,56.513325,581200
2018-12-17,60.389999,61.939999,60.389999,60.939999,56.736767,672200
2018-12-18,61.000000,61.750000,60.889999,61.000000,56.792641,1162900
2018-12-19,60.779999,61.820000,60.220001,61.130001,56.913666,713900
2018-12-20,61.009998,61.590000,60.209999,60.419998,56.252628,540200
2018-12-21,60.490002,61.169998,60.209999,60.689999,56.504009,1524900
2018-12-24,60.310001,60.779999,59.860001,60.439999,56.271252,382100
2018-12-27,60.730000,61.230000,60.299999,60.740002,56.550560,698800
2018-12-28,61.040001,61.169998,60.520000,60.599998,56.420216,679100
2018-12-31,60.630001,61.500000,60.240002,61.110001,56.895046,365500
2019-01-02,60.970001,61.799999,60.450001,61.049999,56.839184,626700
2019-01-03,60.770000,61.110001,60.369999,60.669998,56.485394,617800
2019-01-04,60.930000,61.290001,60.509998,60.799999,56.606426,444100
2019-01-07,61.000000,61.599998,60.470001,61.369999,57.137104,724700
2019-01-08,61.549999,62.090000,61.310001,61.849998,57.584003,601100
2019-01-09,61.860001,62.650002,61.840000,62.480000,58.170547,643000
2019-01-10,62.580002,63.119999,62.360001,62.889999,58.552273,596800
2019-01-11,62.919998,64.160004,62.849998,63.860001,59.455372,668100
2019-01-14,63.849998,64.360001,63.470001,64.070000,59.650879,739000
2019-01-15,64.190002,64.889999,64.190002,64.620003,60.162945,567600
2019-01-16,64.680000,64.730003,63.910000,64.180000,59.753296,860800
2019-01-17,64.169998,64.730003,63.950001,64.300003,59.865028,738200
2019-01-18,64.419998,64.419998,63.590000,63.630001,59.241222,1073500
2019-01-21,63.740002,64.370003,63.549999,63.700001,59.306408,381400
2019-01-22,63.849998,64.010002,63.410000,63.930000,59.520535,593200
2019-01-23,63.790001,64.529999,63.389999,63.439999,59.064331,799400
2019-01-24,63.560001,64.139999,63.240002,63.270000,58.906063,815500
2019-01-25,63.660000,64.000000,62.669998,63.200001,58.840889,547300
2019-01-28,63.090000,63.790001,62.900002,63.560001,59.176064,383600
2019-01-29,63.430000,63.799999,62.680000,63.410000,59.036404,445000
2019-01-30,63.400002,63.590000,62.669998,63.099998,58.747787,579700
2019-01-31,63.250000,63.790001,63.040001,63.630001,59.241222,371800
2019-02-01,63.669998,64.160004,63.410000,63.959999,59.548458,261100
2019-02-04,64.129997,64.559998,63.900002,64.519997,60.069828,331100
2019-02-05,64.610001,66.150002,64.540001,66.050003,61.494320,471800
2019-02-06,66.160004,66.680000,65.720001,66.570000,61.978447,394600
2019-02-07,66.550003,66.830002,65.949997,66.540001,61.950520,382200
2019-02-08,66.550003,66.849998,66.099998,66.629997,62.034302,248300
2019-02-11,66.980003,67.010002,66.320000,66.360001,61.782932,398600
2019-02-12,66.360001,67.330002,66.269997,66.959999,62.341541,456700
2019-02-13,66.949997,67.139999,66.489998,66.519997,61.931900,296700
2019-02-14,66.519997,67.339996,66.010002,66.849998,62.239132,614900
2019-02-15,66.760002,67.169998,66.500000,66.720001,62.118118,472100
2019-02-19,66.879997,66.879997,66.180000,66.690002,62.090172,349800
2019-02-20,66.699997,67.180000,66.489998,66.540001,61.950520,469000
2019-02-21,64.970001,65.900002,63.009998,65.500000,60.982254,1305100
2019-02-22,64.250000,65.559998,63.959999,64.089996,59.669502,995000
2019-02-25,64.250000,65.489998,64.250000,64.949997,60.470181,712700
2019-02-26,64.760002,65.629997,64.709999,65.410004,60.898460,625300
2019-02-27,65.029999,65.830002,65.029999,65.639999,61.112587,501100
2019-02-28,65.540001,66.050003,65.230003,65.540001,61.019485,713500
2019-03-01,65.660004,65.980003,64.790001,64.889999,60.414310,482400
2019-03-04,64.870003,65.610001,64.860001,65.320000,60.814655,435400
2019-03-05,65.379997,65.599998,64.720001,64.769997,60.302601,490500
2019-03-06,64.879997,65.050003,64.639999,64.970001,60.488804,468500
2019-03-07,64.790001,66.120003,64.639999,65.209999,60.712257,626600
2019-03-08,65.180000,65.400002,64.410004,64.779999,60.311909,484800
2019-03-11,64.800003,65.580002,64.629997,64.959999,60.479500,741700
2019-03-12,64.879997,65.050003,64.610001,65.000000,60.516731,576000
2019-03-13,65.050003,65.089996,64.849998,64.900002,60.423630,710300
2019-03-14,64.730003,65.379997,64.690002,65.010002,60.802414,778500
2019-03-15,65.209999,65.720001,64.809998,65.660004,61.410358,1613000
2019-03-18,65.529999,65.629997,65.000000,65.470001,61.232647,465200
2019-03-19,65.459999,65.459999,64.839996,65.129997,60.914658,573900
2019-03-20,64.989998,65.169998,64.690002,64.690002,60.503136,374800
2019-03-21,64.599998,65.739998,64.269997,65.730003,61.475822,424900
2019-03-22,65.519997,65.820000,65.059998,65.629997,61.382290,655300
2019-03-25,65.519997,66.220001,65.160004,65.860001,61.597404,429600
2019-03-26,66.220001,66.370003,65.300003,65.540001,61.298115,523900
2019-03-27,65.580002,66.449997,65.519997,66.029999,61.756409,586600
2019-03-28,66.129997,66.809998,65.940002,66.459999,62.158581,428300
2019-03-29,66.339996,66.389999,65.680000,65.919998,61.653530,453100
2019-04-01,66.139999,66.250000,65.489998,65.959999,61.690926,420900
2019-04-02,65.790001,66.629997,65.389999,66.570000,62.261456,375100
2019-04-03,66.680000,67.209999,66.559998,66.980003,62.644924,619400
2019-04-04,67.000000,67.440002,66.690002,66.870003,62.542042,389500
2019-04-05,66.860001,67.070000,66.349998,66.599998,62.289501,356500
2019-04-08,66.639999,66.849998,66.199997,66.480003,62.177277,367300
2019-04-09,66.300003,66.610001,66.120003,66.500000,62.195976,325400
2019-04-10,66.660004,66.800003,66.389999,66.669998,62.354984,439700
2019-04-11,66.820000,67.050003,66.540001,66.540001,62.233395,429200
2019-04-12,66.779999,66.779999,66.110001,66.400002,62.102451,520700
2019-04-15,66.430000,66.639999,66.250000,66.339996,62.046341,388500
2019-04-16,66.389999,66.589996,66.169998,66.180000,61.896702,401300
2019-04-17,66.260002,66.459999,65.580002,65.849998,61.588047,350200
2019-04-18,65.940002,66.410004,65.760002,66.360001,62.065041,524800
2019-04-22,66.279999,66.470001,66.150002,66.320000,62.027637,153100
2019-04-23,66.430000,66.589996,65.620003,66.059998,61.784462,489000
2019-04-24,66.139999,66.139999,64.599998,64.879997,60.680832,653300
2019-04-25,64.970001,65.599998,64.970001,65.360001,61.129776,293400
2019-04-26,65.339996,65.440002,64.849998,65.120003,60.905296,361900
2019-04-29,65.150002,65.599998,64.860001,65.309998,61.083000,284100
2019-04-30,65.220001,65.669998,64.779999,65.629997,61.382290,441600
2019-05-01,64.879997,65.559998,64.160004,64.339996,60.175781,603000
2019-05-02,64.480003,65.709999,64.459999,65.250000,61.026886,490200
2019-05-03,65.379997,65.599998,64.930000,65.230003,61.008194,348600
2019-05-06,64.989998,66.089996,64.730003,66.029999,61.756409,596300
2019-05-07,65.639999,67.889999,65.559998,67.430000,63.065788,923600
2019-05-08,67.389999,67.800003,66.860001,67.550003,63.178036,1056900
2019-05-09,67.360001,68.949997,67.239998,68.370003,63.944973,873300
2019-05-10,68.250000,68.760002,67.199997,67.970001,63.570843,746800
2019-05-13,67.639999,68.199997,66.260002,67.790001,63.402508,535600
2019-05-14,67.769997,69.139999,67.769997,69.110001,64.637054,702900
2019-05-15,68.769997,69.379997,68.769997,69.059998,64.590286,552900
2019-05-16,69.019997,70.250000,69.019997,70.209999,65.665878,712000
2019-05-17,70.000000,70.529999,69.150002,69.970001,65.441406,612100
2019-05-21,69.500000,70.290001,69.459999,69.790001,65.273056,730200
2019-05-22,69.599998,70.099998,69.309998,69.910004,65.385277,684900
2019-05-23,69.769997,70.800003,69.760002,70.000000,65.469460,920700
2019-05-24,70.029999,70.550003,69.730003,69.959999,65.432053,468500
2019-05-27,70.010002,70.610001,70.010002,70.379997,65.824860,529800
2019-05-28,70.000000,70.860001,69.589996,70.790001,66.208336,1146000
2019-05-29,70.459999,70.470001,69.360001,69.580002,65.076653,675300
2019-05-30,69.440002,69.830002,69.019997,69.339996,64.852165,467500
2019-05-31,69.239998,69.709999,68.989998,69.360001,64.870880,645500
2019-06-03,69.300003,69.559998,68.800003,69.430000,64.936356,479300
2019-06-04,69.489998,69.940002,69.089996,69.839996,65.319801,582200
2019-06-05,70.050003,71.029999,69.860001,70.709999,66.133499,467800
2019-06-06,70.910004,71.519997,70.209999,70.650002,66.077393,380500
2019-06-07,70.580002,71.250000,70.449997,70.750000,66.170914,320400
2019-06-10,70.760002,70.769997,70.040001,70.269997,65.721985,902500
2019-06-11,70.339996,70.580002,69.809998,69.949997,65.422691,495700
2019-06-12,69.910004,70.540001,69.750000,70.300003,65.750053,559800
2019-06-13,70.110001,70.190002,69.190002,69.480003,65.275604,593100
2019-06-14,69.480003,69.720001,69.080002,69.419998,65.219215,393500
2019-06-17,69.510002,70.470001,69.250000,70.040001,65.801712,627500
2019-06-18,70.110001,70.540001,69.940002,70.120003,65.876877,439400
2019-06-19,70.199997,70.470001,69.910004,70.290001,66.036591,349800
2019-06-20,70.169998,70.309998,69.510002,69.589996,65.378937,323000
2019-06-21,69.589996,69.709999,67.339996,67.339996,63.265091,1818400
2019-06-24,67.699997,67.820000,66.820000,67.199997,63.133575,653400
2019-06-25,67.110001,67.190002,66.680000,67.000000,62.945663,376800
2019-06-26,66.870003,67.000000,66.349998,66.610001,62.579273,386000
2019-06-27,66.639999,67.160004,66.620003,67.040001,62.983257,383700
2019-06-28,67.129997,67.150002,66.419998,67.050003,62.992634,468600
2019-07-02,67.150002,67.470001,66.209999,66.730003,62.691998,496400
2019-07-03,66.760002,67.379997,66.680000,67.239998,63.171146,369200
2019-07-04,67.199997,67.339996,66.860001,67.150002,63.086597,102900
2019-07-05,66.989998,67.220001,66.559998,67.029999,62.973846,316600
2019-07-08,66.879997,67.139999,66.519997,66.760002,62.720203,351600
2019-07-09,66.760002,67.449997,66.589996,67.050003,62.992634,417500
2019-07-10,66.930000,67.580002,66.930000,67.309998,63.236916,399200
2019-07-11,67.250000,67.730003,67.129997,67.589996,63.499950,372000
2019-07-12,67.739998,67.820000,67.000000,67.080002,63.020840,356200
2019-07-15,67.019997,67.349998,66.699997,67.150002,63.086597,237400
2019-07-16,67.139999,67.139999,66.620003,66.860001,62.814140,510100
2019-07-17,66.970001,67.010002,66.669998,66.910004,62.861122,255800
2019-07-18,66.959999,67.230003,66.760002,66.910004,62.861122,319600
2019-07-19,67.089996,67.599998,66.860001,66.860001,62.814140,341100
2019-07-22,66.769997,67.190002,66.769997,67.190002,63.124176,177700
2019-07-23,67.239998,67.860001,66.839996,67.860001,63.753635,271000
2019-07-24,66.849998,67.120003,65.120003,66.410004,62.391376,1004400
2019-07-25,66.470001,67.040001,65.790001,66.800003,62.757771,429800
2019-07-26,66.940002,68.050003,66.940002,68.029999,63.913349,292400
2019-07-29,67.800003,69.190002,67.760002,68.839996,64.674324,591700
2019-07-30,68.629997,69.260002,67.800003,68.309998,64.176407,473700
2019-07-31,68.099998,68.650002,68.040001,68.480003,64.336113,578900
2019-08-01,68.339996,69.620003,68.339996,68.949997,64.777672,748700
2019-08-02,68.790001,69.050003,68.480003,68.809998,64.646133,413200
2019-08-06,68.269997,69.389999,67.510002,68.889999,64.721321,721000
2019-08-07,68.000000,69.639999,67.949997,69.320000,65.125298,712300
2019-08-08,69.370003,70.379997,69.199997,69.760002,65.538666,474400
2019-08-09,69.669998,71.120003,69.650002,70.510002,66.243279,651200
2019-08-12,70.230003,71.639999,70.220001,70.699997,66.421768,535700
2019-08-13,70.230003,71.519997,70.230003,71.239998,66.929092,637900
2019-08-14,70.800003,71.389999,70.269997,70.510002,66.243279,588100
2019-08-15,70.360001,71.400002,70.360001,70.989998,66.694229,482200
2019-08-16,71.370003,72.019997,71.080002,71.980003,67.624321,398200
2019-08-19,72.000000,72.720001,71.830002,72.290001,67.915565,404700
2019-08-20,71.959999,72.349998,71.559998,72.250000,67.877975,470900
2019-08-21,72.199997,72.410004,71.940002,72.199997,67.831009,402400
2019-08-22,72.089996,72.459999,71.349998,71.820000,67.473999,399800
2019-08-23,71.339996,71.500000,70.860001,71.000000,66.703621,365700
2019-08-26,71.160004,71.669998,71.070000,71.220001,66.910309,312700
2019-08-27,71.389999,71.790001,70.839996,71.610001,67.276718,571000
2019-08-28,71.430000,72.230003,71.260002,71.820000,67.473999,478000
2019-08-29,71.900002,72.900002,71.900002,72.669998,68.272560,370600
2019-08-30,72.800003,73.099998,72.000000,72.870003,68.460457,425800
2019-09-03,72.690002,73.230003,72.339996,73.150002,68.723511,470800
2019-09-04,73.220001,74.199997,73.209999,73.769997,69.305992,845400
2019-09-05,74.000000,74.790001,73.660004,74.250000,69.756958,523300
2019-09-06,74.239998,74.580002,73.500000,74.220001,69.728775,469000
2019-09-09,74.260002,74.699997,73.510002,74.500000,69.991821,415800
2019-09-10,74.290001,74.379997,73.250000,73.940002,69.465714,484700
2019-09-11,73.970001,74.230003,72.540001,72.650002,68.253769,857200
2019-09-12,72.449997,73.000000,72.110001,72.239998,68.164139,914200
2019-09-13,72.099998,72.720001,72.099998,72.440002,68.352859,638800
2019-09-16,71.709999,72.610001,71.709999,71.919998,67.862175,582400
2019-09-17,71.940002,72.709999,71.650002,72.209999,68.135834,528500
2019-09-18,72.360001,73.260002,72.000000,73.190002,69.060547,721600
2019-09-19,73.269997,74.110001,73.239998,73.269997,69.136009,621000
2019-09-20,73.349998,74.879997,73.239998,74.879997,70.655190,1769400
2019-09-23,74.709999,75.419998,74.440002,75.050003,70.815605,639500
2019-09-24,75.050003,76.309998,75.010002,75.769997,71.494965,518500
2019-09-25,75.709999,76.070000,75.379997,75.680000,71.410057,449900
2019-09-26,75.680000,76.050003,74.779999,75.059998,70.825027,416500
2019-09-27,75.370003,75.370003,74.370003,74.750000,70.532516,390800
2019-09-30,74.760002,75.860001,74.559998,75.459999,71.202461,463100
2019-10-01,75.500000,76.070000,74.610001,74.809998,70.589134,413800
2019-10-02,74.790001,75.129997,74.489998,74.879997,70.655190,358800
2019-10-03,74.739998,75.599998,74.650002,75.199997,70.957130,474500
2019-10-04,75.250000,75.250000,74.680000,74.849998,70.626877,424100
2019-10-07,74.910004,75.269997,74.519997,75.110001,70.872208,317700
2019-10-08,74.839996,74.940002,73.980003,74.029999,69.853142,546600
2019-10-09,74.070000,74.419998,73.910004,74.150002,69.966385,659800
2019-10-10,74.050003,74.300003,73.300003,73.430000,69.287010,591200
2019-10-11,73.760002,73.980003,72.870003,73.010002,68.890694,428000
2019-10-15,73.110001,73.180000,72.559998,72.599998,68.503830,446100
2019-10-16,72.519997,72.570000,71.430000,71.620003,67.579109,716200
2019-10-17,71.900002,72.139999,71.410004,71.500000,67.465889,528200
2019-10-18,71.959999,71.959999,71.129997,71.220001,67.201683,284800
2019-10-21,71.379997,71.580002,71.019997,71.419998,67.390404,455500
2019-10-22,71.559998,71.559998,70.769997,70.769997,66.777069,613100
2019-10-23,70.809998,71.000000,69.830002,69.849998,65.908974,595400
2019-10-24,69.949997,69.949997,69.160004,69.220001,65.314529,785600
2019-10-25,69.099998,69.809998,68.800003,69.599998,65.673088,1068100
2019-10-28,69.500000,69.959999,69.410004,69.800003,65.861816,309600
2019-10-29,69.529999,70.089996,69.400002,69.680000,65.748566,592800
2019-10-30,69.610001,70.320000,69.599998,70.150002,66.192055,201900
2019-10-31,70.000000,70.320000,69.879997,70.239998,66.276978,448500
2019-11-01,70.290001,70.449997,69.550003,69.900002,65.956161,428700
2019-11-04,70.000000,70.000000,68.959999,69.110001,65.210739,504400
2019-11-05,69.000000,69.180000,68.489998,68.970001,65.078644,444100
2019-11-06,69.099998,70.209999,68.820000,69.790001,65.852379,373700
2019-11-07,69.849998,70.709999,69.680000,70.290001,66.324173,376700
2019-11-08,70.570000,70.790001,69.980003,70.599998,66.616653,312200
2019-11-11,70.550003,70.889999,70.120003,70.309998,66.343025,417700
2019-11-12,70.320000,70.680000,70.180000,70.309998,66.343025,475500
2019-11-13,71.330002,71.440002,70.110001,70.860001,66.861992,451200
2019-11-14,71.110001,71.180000,69.269997,69.279999,65.371147,548700
2019-11-15,69.339996,70.070000,69.300003,69.680000,65.748566,814900
2019-11-18,69.550003,70.360001,69.550003,70.190002,66.229805,623500
2019-11-19,70.320000,70.730003,69.860001,70.260002,66.295845,937100
2019-11-20,70.199997,71.080002,70.070000,70.470001,66.493980,517300
2019-11-21,70.519997,71.050003,70.379997,70.739998,66.748764,512600
2019-11-22,70.750000,70.779999,70.190002,70.550003,66.569496,518300
2019-11-25,70.419998,71.480003,70.410004,71.010002,67.003525,476000
2019-11-26,71.000000,71.820000,70.430000,71.599998,67.560242,1428200
2019-11-27,71.389999,72.209999,71.370003,71.680000,67.635735,550400
2019-11-28,71.750000,72.230003,71.639999,72.029999,67.965988,307600
2019-11-29,71.849998,72.099998,71.209999,71.599998,67.560242,474700
2019-12-02,71.570000,72.099998,71.290001,71.839996,67.786705,844000
2019-12-03,71.739998,72.160004,70.889999,72.050003,67.984863,505800
2019-12-04,71.959999,72.290001,71.379997,71.550003,67.513069,460200
2019-12-05,71.540001,72.120003,71.199997,71.739998,67.692345,409100
2019-12-06,72.000000,72.750000,71.959999,72.099998,68.032043,297500
2019-12-09,71.889999,72.230003,71.769997,71.959999,67.899925,233800
2019-12-10,71.959999,72.300003,71.720001,71.900002,67.843330,581200
2019-12-11,71.940002,72.199997,71.339996,71.690002,67.645157,518000
2019-12-12,71.250000,71.589996,69.860001,70.220001,66.550537,1054100
2019-12-13,69.910004,70.250000,69.010002,69.250000,65.631210,620200
2019-12-16,69.180000,69.610001,69.169998,69.419998,65.792320,292600
2019-12-17,69.510002,69.650002,69.120003,69.300003,65.678612,508200
2019-12-18,69.320000,69.320000,68.309998,68.779999,65.185760,583800
2019-12-19,68.629997,68.629997,67.629997,67.660004,64.124313,548600
2019-12-20,67.529999,68.050003,67.529999,67.900002,64.351753,1186800
2019-12-23,67.680000,68.040001,67.500000,67.680000,64.143250,213300
2019-12-24,67.599998,67.720001,67.230003,67.669998,64.133781,108600
2019-12-27,67.699997,67.820000,67.449997,67.779999,64.238037,144900
2019-12-30,67.599998,67.599998,66.919998,67.330002,63.811539,240400
2019-12-31,67.059998,67.239998,66.620003,67.000000,63.498779,213100
2020-01-02,67.010002,67.099998,66.440002,66.750000,63.261860,294400
2020-01-03,66.470001,67.129997,66.370003,67.010002,63.508274,405000
2020-01-06,66.970001,67.050003,66.610001,66.709999,63.223949,348500
2020-01-07,66.769997,67.440002,66.690002,67.220001,63.707291,357400
2020-01-08,67.220001,68.669998,67.199997,67.570000,64.038994,498400
2020-01-09,67.760002,68.250000,67.550003,67.889999,64.342278,330100
